gene,ensemblid,chr,pm_ld,age_stage4,age_stage7,age_stage4_num,age_stage7_num,age_stage7_mya,age_genetree_num,age_phylos_num,age_protein_num,gene_age_num,Gene length (bp),CDS Length,CDS/Transcript Length ratio,Transcript length (bp),Protein size (aa),Transcript count,GC content,Number of SNPs (Gene),Exon Counts,Intron Counts,Number of SNPs (Transcript),LOEUF,pLI,Missense/Synonymous ratio,Nonsense/Synonymous ratio,Mouse dS value,Chimp dS value,Gorilla dS value,pLI_class,LOEUF_class,dN/dS ratio mouse,dN/dS ratio Chimp,dN/dS ratio Gorilla,pm_pleio3,pm_pleio5,pm10,pm100,group_id,ifhsd2,pn_ld,pn_pleio3,pn_pleio5,pn10,pn100,cis_egene,cis_sgene,trans_egene,iftf,tf_sum,tau,ogee_connectivity,enhancer_n,po_pergene,essential_score,GES,GES_class,ifspecific,pn_ld_clumped_snps,pn_mean_maf,pn_median_maf,pm_ld_clumped_snps,pm_mean_maf,pm_median_maf,high_pn,high_pm,length_bin,snp_bin,ld_bin,maf_bin,Euteleostomi,Eutheria
ABCA5,ENSG00000154265,17,6.33580722839164,Euteleostomi,Euteleostomi,1,1,429,1,1,1,1064,13158,4929,0.597309743,8252,1642,14,34.61,17120,39,38,17084,1.145875,0.0248803750077274,2.68286445,0.132992327,0.5819,0.0057,0.0101,Tolerant,Tolerant,0.091080942,0.631578947,0.297029703,Intermediate pleiotropy,4th,7,61,,Singletons,10.5126948636493,Intermediate pleiotropy,4th,7,70,TRUE,TRUE,FALSE,FALSE,15,0.27366213,,12,10,-0.0164873904674438,0.0164873904674438,Non_essentialty,Non_specific,2,0.18928,0.18928,3,0.174618,0.146445,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.152,0.243]",TRUE,FALSE
ABCA6,ENSG00000154262,17,5.96317330788181,Amniota,Theria,3,5,160,5,1,1,244,14158,4854,0.912234542,5321,1617,7,36.3,12762,39,38,12762,1.1365,3.4117e-05,2.847938144,0.134020619,0.5996,0.0069,0.0147,Tolerant,Tolerant,0.356737825,0.623188406,0.278911565,Intermediate pleiotropy,2nd,4,34,780,Duplicates,7.69402804506681,Low pleiotropy,1st,2,18,FALSE,FALSE,TRUE,FALSE,3,0.43893752,,12,11,0.0268799736988933,-0.0268799736988933,Non_essentialty,Non_specific,1,0.053194,0.053194,1,0.053194,0.053194,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","[0.00191,0.0795]",FALSE,FALSE
ABCA7,ENSG00000064687,19,7.35923527092368,Euteleostomi,Euteleostomi,1,1,429,1,1,1,332,8367,6441,0.944982394,6816,2146,19,60.49,8567,47,46,8566,1.42195652173913,3.54304782909413e-07,1.991370011,0.094929881,1.126,0.0294,0.0365,Tolerant,Tolerant,0.127619893,0.176870748,0.197260274,High pleiotropy,5th,9,87,,Singletons,10.5551081743921,Intermediate pleiotropy,4th,8,71,TRUE,TRUE,FALSE,FALSE,32,0.494139803,1,19,3,0.0418339072924139,-0.0418339072924139,Non_essentialty,Non_specific,3,0.219446,0.25119,3,0.219446,0.25119,FALSE,TRUE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","(2,3]","(0.243,0.353]",TRUE,FALSE
ABCA8,ENSG00000141338,17,5.58332649983458,Eutheria,Eutheria,4,6,99,,1,1,244,11246,4866,0.810729757,6002,1621,15,36.81,17709,40,39,17709,1.1829,3.3419e-06,2.623188406,0.161835749,0.5989,0.0118,0.0221,Tolerant,Tolerant,0.257305059,0.355932203,0.425339367,Low pleiotropy,1st,1,7,780,Duplicates,8.02154270371256,Intermediate pleiotropy,2nd,3,24,FALSE,FALSE,FALSE,FALSE,14,0.423097984,,14,21,0.00103133464456149,-0.00103133464456149,Non_essentialty,Non_specific,2,0.402651,0.402651,2,0.18761185,0.18761185,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.353,0.5]",FALSE,TRUE
ABCA9,ENSG00000154258,17,5.96317330788181,Amniota,Amniota,3,3,319,3,1,1,244,9024,4875,0.76446605,6377,1624,8,37.68,16955,39,38,16951,1.06675,0.00318865399166667,2.340527578,0.172661871,0.5335,0.0147,0.0161,Tolerant,Tolerant,0.244611059,0.258503401,0.409937888,Intermediate pleiotropy,2nd,4,34,780,Duplicates,8.00479988287387,Intermediate pleiotropy,2nd,3,23,FALSE,FALSE,FALSE,FALSE,10,0.436405253,,17,9,0.0475902780501291,-0.0475902780501291,Non_essentialty,Non_specific,3,0.0565141,0.0634940000000001,3,0.0530807666666667,0.053194,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","(2,3]","[0.00191,0.0795]",FALSE,FALSE
ABCB1,ENSG00000085563,7,5.91444996757418,Tetrapoda,Tetrapoda,2,2,352,2,1,1,382,5806,3843,0.804311427,4778,1280,11,37.04,41340,28,27,19871,0.718,0.0181945616625,2.304985337,0.073313783,,0.0114,0.0122,Tolerant,Tolerant,,0.184210526,0.393442623,Intermediate pleiotropy,2nd,3,30,340,Duplicates,8.93869687718453,Intermediate pleiotropy,3rd,5,42,TRUE,FALSE,TRUE,FALSE,42,0.704089623,5,10,24,-0.114135446181778,0.114135446181778,Non_essentialty,Non_specific,4,0.17104575,0.0867262,10,0.06017416,0.03250745,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","(3,61]","(0.0795,0.152]",FALSE,FALSE
ABCB10,ENSG00000135776,1,6.25406723890049,Euteleostomi,Euteleostomi,1,1,429,1,1,1,645,4268,2217,0.573016283,3869,738,3,43.63,8655,13,12,8655,1.09,7.92442151485e-11,1.987179487,0.08974359,0.7847,0.0231,0.016,Tolerant,Tolerant,0.198292341,0.229437229,0.1625,Intermediate pleiotropy,3rd,6,57,,Singletons,9.54425961952248,Intermediate pleiotropy,3rd,6,54,FALSE,FALSE,FALSE,FALSE,18,0.211878159,2,28,13,0.0632814752522085,-0.0632814752522085,Non_essentialty,Non_specific,1,0.13627,0.13627,1,0.208223,0.208223,FALSE,FALSE,"(3.74e+03,5.4e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
ABCB11,ENSG00000073734,2,6.86294441033894,Euteleostomi,Euteleostomi,1,1,429,1,1,1,645,7715,3966,0.571964234,6934,1321,7,37.01,23962,28,27,22977,0.779833333333333,0.00231722849798031,2.26873385,0.093023256,0.5229,0.0194,0.0149,Tolerant,Tolerant,0.206349206,0.170103093,0.295302013,Intermediate pleiotropy,4th,8,78,,Singletons,9.84507801517347,Intermediate pleiotropy,3rd,6,59,FALSE,FALSE,FALSE,FALSE,32,0.964015986,3,17,19,-0.0606087755258765,0.0606087755258765,Non_essentialty,Specific,6,0.0946428666666667,0.05698185,4,0.201855375,0.18136165,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
ABCB4,ENSG00000005471,7,6.15279255366748,Euteleostomi,Euteleostomi,1,1,429,1,1,1,645,7727,3840,0.899508082,4269,1279,13,38.6,15166,28,27,14236,0.716117647058824,0.00587446704437059,2.334375,0.103125,0.4844,0.0082,0.0117,Tolerant,Tolerant,0.098472337,0.268292683,0.376068376,Intermediate pleiotropy,3rd,5,50,340,Duplicates,8.15585280831422,Intermediate pleiotropy,2nd,3,26,FALSE,FALSE,TRUE,FALSE,15,0.931343827,15,6,36,-0.0781314641952103,0.0781314641952103,Non_essentialty,Specific,3,0.0809384,0.0620359,3,0.0811364,0.0620359,FALSE,FALSE,"(5.4e+03,7.81e+03]","(8.75e+03,1.93e+04]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
ABCB5,ENSG00000004846,7,5.9664281350574,Tetrapoda,Tetrapoda,2,2,352,2,1,1,4290,9257,3774,0.649457925,5811,1257,6,37.73,37793,28,27,33314,1.32933333333333,7.64757777777778e-06,2.675531915,0.167553191,0.5111,0.0252,0.0417,Tolerant,Tolerant,0.247896693,0.317460317,0.678657074,Intermediate pleiotropy,2nd,4,35,,Singletons,8.96636672761303,Intermediate pleiotropy,3rd,5,42,FALSE,FALSE,FALSE,FALSE,10,0.982599333,,9,31,-0.0603367989760422,0.0603367989760422,Non_essentialty,Specific,7,0.079460788,0.04846565,6,0.144934373333333,0.11987825,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(3,61]","[0.00191,0.0795]",FALSE,FALSE
ABCB6,ENSG00000115657,2,8.45962829041987,Euteleostomi,Euteleostomi,1,1,429,1,1,1,1488,5205,2529,0.848657718,2980,842,13,54.45,2712,19,18,2697,0.986,4.769635e-24,2.047021944,0.106583072,0.4636,0.0305,0.1189,Tolerant,Tolerant,0.141069888,0.370491803,0.449957948,High pleiotropy,5th,10,95,,Singletons,10.0042474704336,Intermediate pleiotropy,4th,7,62,FALSE,FALSE,FALSE,FALSE,5,0.229713874,5,1,6,0.0223037334941007,-0.0223037334941007,Non_essentialty,Non_specific,2,0.06830315,0.06830315,2,0.06824715,0.06824715,FALSE,TRUE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","[0.00191,0.0795]",TRUE,FALSE
ABCB8,ENSG00000197150,7,6.58424161749964,Euteleostomi,Euteleostomi,1,1,429,1,,1,1488,9336,2157,0.460602178,4683,718,22,57.04,4981,16,15,4980,1.01516666666667,9.648369461603e-05,2.068441065,0.068441065,0.7116,0.0183,0.0295,Tolerant,Tolerant,0.135469365,0.103825137,0.125423729,Intermediate pleiotropy,4th,8,71,,Singletons,10.426004865889,Intermediate pleiotropy,4th,7,69,TRUE,TRUE,FALSE,FALSE,18,0.250175885,,24,5,0.0560264176985724,-0.0560264176985724,Non_essentialty,Non_specific,2,0.122096,0.122096,2,0.228429,0.228429,FALSE,FALSE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
ABCB9,ENSG00000150967,12,8.46089551165419,Euteleostomi,Euteleostomi,1,1,429,1,1,1,1488,13291,2301,0.380267724,6051,766,21,52.47,13113,12,11,11547,0.885370370370371,0.0557472816511111,1.921146953,0.050179211,0.8109,0,0.032,Tolerant,Tolerant,0.036256012,,0.015625,High pleiotropy,5th,10,95,,Singletons,14.3094559833799,High pleiotropy,5th,10,95,TRUE,FALSE,FALSE,FALSE,51,0.627169011,,28,,0.128954935829616,-0.128954935829616,Non_essentialty,Non_specific,1,0.28521,0.28521,1,0.28521,0.28521,TRUE,TRUE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.243,0.353]",TRUE,FALSE
ABCC1,ENSG00000103222,16,5.83855667168522,Tetrapoda,Tetrapoda,2,2,352,2,1,1,1488,7575,3648,0.553230209,6594,1215,8,48.48,45881,32,31,45881,0.566357142857143,4.9591099e-05,1.655391121,0.031712474,0.9678,0.0286,0.1029,Tolerant,Intolerant,0.059619756,0.031468531,0.237123421,Intermediate pleiotropy,2nd,3,24,693,Duplicates,10.230585575256,Intermediate pleiotropy,4th,7,66,TRUE,FALSE,FALSE,FALSE,62,0.265464558,1,70,34,0.0346935316254674,-0.0346935316254674,Non_essentialty,Non_specific,7,0.1179096,0.108117,6,0.18139275,0.1733325,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","(3,61]","(0.0795,0.152]",FALSE,FALSE
ABCC10,ENSG00000124574,6,6.54939589586712,Tetrapoda,Tetrapoda,2,2,352,2,1,1,4290,8087,4395,0.86379717,5088,1464,10,52.94,5460,20,19,4521,0.958047619047619,0.00477381425061905,2.138828633,0.117136659,0.4565,0.0117,0.0126,Tolerant,Tolerant,0.197152245,0.606837607,0.579365079,Intermediate pleiotropy,4th,7,70,,Singletons,11.1603868179559,Intermediate pleiotropy,4th,8,78,TRUE,FALSE,TRUE,FALSE,9,0.231734629,,48,5,-0.172012093158943,0.172012093158943,Non_essentialty,Non_specific,1,0.491452,0.491452,1,0.492082,0.492082,FALSE,FALSE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
ABCC11,ENSG00000121270,16,5.75150649729415,Amniota,Mammalia,3,4,180,4,1,1,4290,7245,4149,0.85335253,4862,1382,9,45.62,16917,29,28,13779,1.02935,2.24765e-05,2.253393665,0.095022624,,0.0411,0.0265,Tolerant,Tolerant,,0.442822384,0.222641509,Low pleiotropy,1st,2,16,714,Duplicates,7.63101505626874,Low pleiotropy,1st,2,16,TRUE,FALSE,FALSE,FALSE,19,0.949235917,1,16,92,-0.00179084990395776,0.00179084990395776,Non_essentialty,Specific,2,0.08942995,0.08942995,2,0.08942995,0.08942995,FALSE,FALSE,"(5.4e+03,7.81e+03]","(8.75e+03,1.93e+04]","[1,2]","(0.0795,0.152]",FALSE,FALSE
ABCC12,ENSG00000140798,16,5.55342610423112,Amniota,Amniota,3,3,319,,1,1,810,8699,4080,0.789473684,5168,1359,13,47.26,14951,29,28,12902,1.21455555555556,2.76416444444445e-06,2.363636364,0.136363636,0.5221,0.0186,0.0228,Tolerant,Tolerant,0.1641448,0.349462366,0.451754386,Low pleiotropy,1st,1,5,714,Duplicates,7.70865683607192,Low pleiotropy,1st,2,18,FALSE,FALSE,FALSE,FALSE,14,1,,8,217,0.0269617984332556,-0.0269617984332556,Non_essentialty,Specific,2,0.141865,0.141865,3,0.0603169333333333,0.065181,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.0795,0.152]",FALSE,FALSE
ABCC2,ENSG00000023839,10,6.601821914949,Euteleostomi,Euteleostomi,1,1,429,1,1,1,382,7837,4638,0.798828798,5806,1545,11,45.05,14555,32,31,14555,1.01442857142857,9.29942857142857e-07,2.519323671,0.125603865,0.5553,0.0064,0.0112,Tolerant,Tolerant,0.242751666,0.59375,0.535714286,Intermediate pleiotropy,4th,8,71,,Singletons,10.6545062522282,Intermediate pleiotropy,4th,8,72,TRUE,TRUE,FALSE,FALSE,20,0.896310678,2,17,14,-0.0344883789501487,0.0344883789501487,Non_essentialty,Specific,5,0.05405598,0.0535432,5,0.05405598,0.0535432,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
ABCC3,ENSG00000108846,17,5.87661601205098,Euteleostomi,Euteleostomi,1,1,429,1,1,1,382,9615,4584,0.805199368,5693,1527,18,51.95,12569,31,30,12539,1.094,0.00237336866783667,2.253731343,0.076759062,0.6635,0.027,0.0216,Tolerant,Tolerant,0.165033911,0.366666667,0.263888889,Intermediate pleiotropy,2nd,3,27,,Singletons,8.91727870749681,Intermediate pleiotropy,3rd,5,41,TRUE,TRUE,TRUE,FALSE,80,0.518516659,2,27,34,-0.00744592898670291,0.00744592898670291,Non_essentialty,Non_specific,5,0.10863798,0.0726023,5,0.163595898,0.0656642,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
ABCC4,ENSG00000125257,13,5.89388295903752,Euteleostomi,Euteleostomi,1,1,429,1,1,1,1064,8629,3978,0.6794193,5855,1325,17,42.34,56422,31,30,56415,0.651785714285714,8.71429045e-06,1.992327366,0.058823529,0.7936,0.0147,0.0135,Tolerant,Tolerant,0.097152218,0.129251701,0.192592593,Intermediate pleiotropy,2nd,3,29,,Singletons,8.92015499600275,Intermediate pleiotropy,3rd,5,41,TRUE,FALSE,TRUE,FALSE,54,0.583459231,,45,70,0.165096263012765,-0.165096263012765,Non_essentialty,Non_specific,13,0.115952847692308,0.072233,15,0.0587596346666667,0.038291,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
ABCC5,ENSG00000114770,3,7.27793120068268,Euteleostomi,Euteleostomi,1,1,429,1,1,1,454,11365,4314,0.74507772,5790,1437,13,44.68,19578,30,29,19563,0.533333333333333,0.923844444444444,1.696078431,0.056372549,0.4719,0.0162,0.0829,Intolerant,Intolerant,0.05763933,0.018518519,0.418576598,High pleiotropy,5th,9,86,,Singletons,11.0417842053265,Intermediate pleiotropy,4th,8,76,TRUE,FALSE,TRUE,FALSE,19,0.270252934,,27,17,0.00862473113660731,-0.00862473113660731,Non_essentialty,Non_specific,1,0.324133,0.324133,2,0.271669,0.271669,FALSE,TRUE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","[1,2]","(0.243,0.353]",TRUE,FALSE
ABCC6,ENSG00000091262,16,5.76674243016932,Euteleostomi,Euteleostomi,1,1,429,1,1,1,424,7569,4512,0.785105272,5747,1503,9,49.86,16678,31,30,16665,0.999,0.0105764870692308,2.212406015,0.116541353,0.7766,0.0192,0.0442,Tolerant,Tolerant,0.155678599,0.255208333,0.450226244,Low pleiotropy,1st,2,18,693,Duplicates,7.77149782090619,Low pleiotropy,1st,2,19,TRUE,FALSE,FALSE,FALSE,12,0.859111095,,10,,-0.00170061209834718,0.00170061209834718,Non_essentialty,Specific,2,0.4707745,0.4707745,3,0.1278896,0.0614767,FALSE,FALSE,"(5.4e+03,7.81e+03]","(8.75e+03,1.93e+04]","[1,2]","(0.353,0.5]",TRUE,FALSE
ABCC8,ENSG00000006071,11,7.67354605458983,Euteleostomi,Euteleostomi,1,1,429,1,1,1,680,12588,4812,0.9017991,5336,1603,55,50.02,19365,39,38,19332,0.861826086956522,0.00731347826104727,1.821731749,0.069609508,0.6177,0.0205,0.0199,Tolerant,Tolerant,0.037720576,0.053658537,0.070351759,High pleiotropy,5th,9,90,,Singletons,11.4298479354267,Intermediate pleiotropy,4th,8,80,FALSE,FALSE,FALSE,FALSE,10,0.788388183,7,40,12,0.0822832940972249,-0.0822832940972249,Non_essentialty,Non_specific,3,0.303386333333333,0.306644,4,0.230006775,0.2479925,FALSE,TRUE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(2,3]","(0.243,0.353]",TRUE,FALSE
ABCC9,ENSG00000069431,12,5.90688133805043,Tetrapoda,Tetrapoda,2,2,352,2,1,1,680,11616,4650,0.560713855,8293,1549,7,36.12,28493,38,37,27352,0.6061,0.1525120345235,1.576744186,0.069767442,0.7608,0.008,0.0068,Intermediate,Tolerant,0.023002103,0.0375,0.044117647,Intermediate pleiotropy,2nd,3,30,,Singletons,8.31594071974248,Intermediate pleiotropy,2nd,3,29,FALSE,FALSE,FALSE,FALSE,5,0.436778797,2,11,21,0.0287494093977979,-0.0287494093977979,Non_essentialty,Non_specific,2,0.390767,0.390767,5,0.2063524,0.155774,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","[1,2]","(0.353,0.5]",FALSE,FALSE
ABCD2,ENSG00000173208,12,5.91821781386143,Euteleostomi,Euteleostomi,1,1,429,1,1,2,1064,6290,2223,0.353418124,6290,740,1,34.96,14159,10,9,14159,0.6874,0.0454367764,2.06557377,0.087431694,0.4575,0.0098,0.0162,Tolerant,Tolerant,0.067759563,0.12244898,0.074074074,Intermediate pleiotropy,2nd,4,31,,Singletons,8.77785038327729,Intermediate pleiotropy,2nd,4,38,TRUE,FALSE,FALSE,FALSE,5,0.846253748,5,9,8,-0.0570474374982398,0.0570474374982398,Non_essentialty,Specific,3,0.154800366666667,0.0591081,3,0.154800366666667,0.0591081,FALSE,FALSE,"(5.4e+03,7.81e+03]","(8.75e+03,1.93e+04]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
ABCD3,ENSG00000117528,1,6.7023159790162,Euteleostomi,Euteleostomi,1,1,429,1,1,1,1064,7655,1980,0.549389567,3604,659,7,37.07,19909,23,22,19909,0.526714285714286,0.935954285714286,2.02484472,0.062111801,0.4522,0,0,Intolerant,Intolerant,0.05086245,,,Intermediate pleiotropy,4th,8,74,,Singletons,8.33697665839951,Intermediate pleiotropy,2nd,3,30,TRUE,FALSE,FALSE,FALSE,16,0.281974643,5,24,2,-0.140120275697813,0.140120275697813,Non_essentialty,Non_specific,1,0.421654,0.421654,2,0.15903365,0.15903365,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","[1,2]","(0.353,0.5]",TRUE,FALSE
ABCD4,ENSG00000119688,14,5.5905365046122,Euteleostomi,Euteleostomi,1,1,429,1,1,4,1064,8922,1821,0.6,3035,606,28,51.39,4469,19,18,4412,0.872619047619048,2.23510247104762e-05,1.981818182,0.072727273,0.4671,0.0106,0.0309,Tolerant,Tolerant,0.11260972,0.433962264,0.148867314,Low pleiotropy,1st,1,7,,Singletons,7.84746991444897,Low pleiotropy,1st,2,20,FALSE,TRUE,TRUE,FALSE,8,0.175455222,5,26,126,-0.112273374384613,0.112273374384613,Non_essentialty,Non_specific,1,0.481812,0.481812,2,0.183130245,0.183130245,FALSE,FALSE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
ABCE1,ENSG00000164163,4,9.40623315860351,Tetrapoda,Tetrapoda,2,2,352,2,1,1,4290,6254,1800,0.463082068,3887,599,10,34.74,6092,18,17,6085,0.5175,0.9158825,1.424242424,0.037878788,0,,,Intolerant,Intolerant,,,,High pleiotropy,5th,10,97,,Singletons,11.9817156720341,High pleiotropy,5th,9,84,FALSE,FALSE,FALSE,FALSE,7,0.175802498,74,15,11,-2.08923032646005,2.08923032646005,Essentialty,Non_specific,1,0.497128,0.497128,2,0.0827976,0.0827976,TRUE,TRUE,"(5.4e+03,7.81e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
ABCF2,ENSG00000033050,7,6.60802872760256,Euteleostomi,Euteleostomi,1,1,429,1,1,1,1488,5158,1872,0.413518887,4527,623,5,48.3,3495,15,14,3495,0.6395,0.20368145,1.572916667,0.052083333,,,,Intermediate,Tolerant,,,,Intermediate pleiotropy,4th,8,72,,Singletons,10.2541118951949,Intermediate pleiotropy,4th,7,66,TRUE,TRUE,TRUE,FALSE,11,0.166483802,1,9,8,,,,Non_specific,2,0.322947,0.322947,2,0.3499315,0.3499315,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
ABCF3,ENSG00000161204,3,6.78426063032624,Euteleostomi,Euteleostomi,1,1,429,1,1,1,4290,5207,2130,0.811737805,2624,709,18,51.95,2300,21,20,2299,0.79575,1.909592875e-09,1.937759336,0.062240664,0.5626,0.0074,0.0106,Tolerant,Tolerant,0.03021685,0.175675676,0.122641509,Intermediate pleiotropy,4th,8,76,,Singletons,9.31945521671072,Intermediate pleiotropy,3rd,5,49,TRUE,FALSE,TRUE,FALSE,,0.215692458,2,10,16,0.20818112252337,-0.20818112252337,Non_essentialty,Non_specific,2,0.1073162,0.1073162,2,0.1366667,0.1366667,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
ABCG1,ENSG00000160179,21,5.70861158640888,Tetrapoda,Tetrapoda,2,2,352,2,1,1,4290,6121,2475,0.712230216,3475,824,11,51.02,21343,16,15,9732,0.603,0.223574126875,1.732075472,0.049056604,0.967,0.1811,0.2016,Intermediate,Tolerant,0.014788004,0.438983987,0.444444444,Low pleiotropy,1st,2,13,,Singletons,8.23618931688376,Intermediate pleiotropy,2nd,3,28,FALSE,FALSE,TRUE,FALSE,36,0.370352384,1,46,23,-0.0167110419971322,0.0167110419971322,Non_essentialty,Non_specific,6,0.292323433333333,0.3132265,6,0.135617116666667,0.133636,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","(3,61]","(0.243,0.353]",FALSE,FALSE
ABCG2,ENSG00000118777,4,5.67123722267768,Euteleostomi,Euteleostomi,1,1,429,1,1,1,8,5602,1968,0.406275805,4844,655,5,41.38,27286,17,16,27286,1.366,1.04234666666667e-06,2.76744186,0.151162791,0.6114,0.0135,,Tolerant,Tolerant,0.565423618,0.222222222,,Low pleiotropy,1st,2,11,,Singletons,10.9939740846642,Intermediate pleiotropy,4th,8,76,TRUE,FALSE,TRUE,FALSE,21,0.610900948,2,14,36,0.0305833745501358,-0.0305833745501358,Non_essentialty,Non_specific,3,0.1477431,0.114277,7,0.11143385,0.0175363,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","(2,3]","(0.0795,0.152]",TRUE,FALSE
ABCG4,ENSG00000172350,11,9.70988626296939,Euteleostomi,Euteleostomi,1,1,429,1,1,1,1714,6231,1941,0.509181532,3812,646,6,54.46,2920,15,14,2920,0.720111111111111,0.0164273933333333,1.562790698,0.069767442,0.6025,0,0.0128,Tolerant,Tolerant,0.02473029,,0.0546875,High pleiotropy,5th,10,98,,Singletons,12.3019488295453,High pleiotropy,5th,9,87,FALSE,FALSE,FALSE,FALSE,6,0.949725235,1,16,5,0.084626381122417,-0.084626381122417,Non_essentialty,Specific,1,0.0750663,0.0750663,1,0.0751577,0.0751577,TRUE,TRUE,"(5.4e+03,7.81e+03]","(1.92e+03,4.34e+03]","[1,2]","[0.00191,0.0795]",TRUE,FALSE
ABCG5,ENSG00000138075,2,5.9636898713147,Euteleostomi,Euteleostomi,1,1,429,1,1,7,544,3720,1956,0.713868613,2740,651,5,45.18,6528,13,12,6520,1.2468,4.22324385688364e-10,2.197424893,0.120171674,0.647,0.0155,0.0137,Tolerant,Tolerant,0.174806801,0.232258065,0.262773723,Intermediate pleiotropy,2nd,4,35,,Singletons,9.16298526810486,Intermediate pleiotropy,3rd,5,46,FALSE,FALSE,FALSE,FALSE,8,0.994208857,5,4,13,-0.0158169415349435,0.0158169415349435,Non_essentialty,Specific,4,0.069136025,0.0619488,4,0.0680566,0.06184355,FALSE,FALSE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
ABCG8,ENSG00000143921,2,6.2646102498407,Euteleostomi,Euteleostomi,1,1,429,1,1,2,454,10186,2022,0.281380462,7186,673,4,46.22,14462,13,12,12725,1.33933333333333,5.56783333333363e-18,2.428571429,0.11969112,0.8307,0.0145,0.0378,Tolerant,Tolerant,0.127723607,0.282758621,0.174603175,Intermediate pleiotropy,3rd,6,58,,Singletons,10.3758274873353,Intermediate pleiotropy,4th,7,68,FALSE,FALSE,FALSE,FALSE,10,0.984619903,5,6,13,-0.0348135807561705,0.0348135807561705,Non_essentialty,Specific,4,0.1253377,0.12265925,4,0.1651135,0.145588,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","(3,61]","(0.0795,0.152]",TRUE,FALSE
ABHD1,ENSG00000143994,2,6.3474379840663,Euteleostomi,Euteleostomi,1,1,429,1,1,1,1488,4630,1218,0.857746479,1420,405,8,50.81,1904,9,8,1899,1.44263636363636,2.56760885612422e-07,2.356589147,0.209302326,,0,0.0085,Tolerant,Tolerant,,,1.423529412,Intermediate pleiotropy,4th,7,61,,Singletons,11.6790530116601,High pleiotropy,5th,9,82,TRUE,FALSE,FALSE,FALSE,5,0.911848321,,2,11,0.00777080407258874,-0.00777080407258874,Non_essentialty,Specific,2,0.1650235,0.1650235,2,0.1634825,0.1634825,TRUE,FALSE,"(3.74e+03,5.4e+03]","[1,1.92e+03]","[1,2]","(0.152,0.243]",TRUE,FALSE
